Id,Area,Bedrooms,Bathrooms,Stories,Mainroad,Guestroom,Basement,Hotwaterheating,Airconditioning,Parking,Prefarea,Furnishingstatus,Price
533,3283.0,5.0,3.0,1,Yes,Yes,Yes,No,No,3.0,Yes,semi-furnished,4953183.500005979
534,3331.0,5.0,1.0,1,No,Yes,No,Yes,Yes,1.0,No,furnished,5074992.914600171
535,857.0,4.0,2.0,2,Yes,Yes,Yes,Yes,No,1.0,Yes,unfurnished,1362477.9705133135
536,3519.0,5.0,1.0,3,No,No,Yes,Yes,Yes,2.0,Yes,unfurnished,5309899.608915736
537,1167.0,3.0,4.0,3,No,No,No,No,No,0.0,No,unfurnished,1771860.2647783945
538,4968.0,4.0,3.0,3,No,No,Yes,Yes,Yes,1.0,No,semi-furnished,7493936.205967269
539,1645.0,1.0,1.0,1,No,No,Yes,Yes,Yes,2.0,Yes,semi-furnished,2507556.1670423914
540,4685.0,5.0,4.0,2,No,No,No,Yes,No,2.0,Yes,semi-furnished,7089285.230948437
541,4219.0,5.0,3.0,1,Yes,No,Yes,No,Yes,0.0,Yes,unfurnished,6395393.900354296
542,3245.0,1.0,4.0,3,No,No,Yes,No,Yes,3.0,No,unfurnished,4903998.434820561
543,1039.0,5.0,3.0,2,Yes,Yes,No,Yes,Yes,3.0,Yes,unfurnished,1626976.9560471724
544,3279.0,1.0,1.0,2,Yes,No,Yes,No,Yes,3.0,Yes,unfurnished,4963381.422880068
545,4636.0,4.0,4.0,2,Yes,No,Yes,Yes,Yes,1.0,Yes,furnished,6999602.179425545
546,4275.0,3.0,2.0,3,Yes,Yes,Yes,Yes,No,3.0,No,furnished,6450455.864580972
547,3008.0,1.0,4.0,2,Yes,Yes,Yes,No,No,1.0,No,semi-furnished,4546648.513991947
548,3279.0,2.0,3.0,2,Yes,Yes,Yes,No,Yes,1.0,No,semi-furnished,4952520.085976686
549,1424.0,1.0,1.0,1,Yes,No,Yes,No,No,2.0,Yes,unfurnished,2126617.9758497793
550,3456.0,5.0,3.0,1,Yes,Yes,Yes,No,Yes,3.0,Yes,furnished,5219549.2896628
551,2081.0,4.0,4.0,2,No,No,Yes,Yes,No,3.0,No,furnished,3151630.454449897
552,3824.0,4.0,4.0,2,No,No,No,Yes,Yes,3.0,Yes,semi-furnished,5810525.094996849
553,4985.0,1.0,2.0,1,Yes,No,Yes,No,Yes,1.0,Yes,furnished,7481091.940186213
554,755.0,3.0,1.0,1,Yes,Yes,Yes,No,Yes,1.0,Yes,semi-furnished,1176885.498078826
555,2338.0,2.0,1.0,1,Yes,Yes,No,Yes,Yes,3.0,No,unfurnished,3533734.860756364
556,2444.0,4.0,4.0,3,No,No,Yes,Yes,No,1.0,Yes,unfurnished,3706502.857289567
557,509.0,5.0,1.0,3,No,No,Yes,Yes,No,1.0,Yes,semi-furnished,799502.0186164086
558,3371.0,5.0,2.0,1,Yes,No,Yes,Yes,No,0.0,No,unfurnished,5119180.263208282
559,1297.0,3.0,3.0,2,Yes,Yes,Yes,No,Yes,0.0,Yes,unfurnished,1992053.6941912458
560,1515.0,4.0,1.0,1,No,No,Yes,No,No,3.0,No,furnished,2327340.6447255416
561,2324.0,1.0,4.0,3,No,Yes,Yes,No,No,3.0,Yes,furnished,3506849.908844428
562,4969.0,5.0,3.0,2,Yes,No,No,Yes,Yes,0.0,No,furnished,7501565.844419846
563,3636.0,3.0,3.0,3,Yes,Yes,No,Yes,Yes,1.0,No,furnished,5501197.410499905
564,2693.0,4.0,2.0,2,Yes,No,No,No,Yes,1.0,Yes,furnished,4117898.3824889325
565,723.0,4.0,4.0,3,Yes,Yes,No,No,No,2.0,Yes,semi-furnished,1106966.4186620077
566,4658.0,4.0,1.0,2,No,Yes,No,No,No,3.0,No,semi-furnished,7016018.946560525
567,4425.0,4.0,4.0,2,No,Yes,Yes,Yes,Yes,3.0,Yes,furnished,6709308.802845668
568,4500.0,4.0,3.0,2,Yes,Yes,Yes,No,No,3.0,No,unfurnished,6809329.712689745
569,2133.0,5.0,4.0,2,Yes,Yes,Yes,Yes,Yes,2.0,Yes,unfurnished,3281600.3858764702
570,2652.0,3.0,1.0,3,Yes,Yes,Yes,No,No,2.0,Yes,semi-furnished,4004406.8995074043
571,1010.0,4.0,1.0,3,No,No,Yes,No,Yes,1.0,Yes,semi-furnished,1527761.679653826
572,884.0,2.0,2.0,2,Yes,No,No,No,No,0.0,Yes,semi-furnished,1389429.8543573332
573,,,,2,Yes,No,No,Yes,No,,No,unfurnished,1402676.717798218
574,2500.0,3.0,1.0,3,Yes,No,Yes,Yes,No,0.0,No,semi-furnished,3784516.4368515774
575,3256.0,1.0,4.0,2,No,Yes,Yes,Yes,Yes,1.0,Yes,unfurnished,4897166.787660581
576,2168.0,1.0,4.0,2,Yes,No,Yes,Yes,Yes,0.0,Yes,semi-furnished,3272188.648507173
577,1960.0,1.0,3.0,2,No,Yes,No,Yes,Yes,2.0,Yes,unfurnished,2969581.670236195
578,4136.0,2.0,2.0,1,Yes,Yes,No,Yes,No,2.0,Yes,semi-furnished,6228967.354666281
579,3224.0,1.0,4.0,2,Yes,Yes,Yes,No,Yes,3.0,Yes,semi-furnished,4865710.016709699
580,4678.0,5.0,1.0,1,Yes,No,No,Yes,No,0.0,No,unfurnished,7104202.744083517
581,2548.0,4.0,3.0,2,No,Yes,Yes,No,Yes,2.0,No,semi-furnished,3895473.5042659906
582,4646.0,2.0,4.0,3,Yes,No,No,Yes,Yes,3.0,Yes,furnished,6985584.430626667
583,1216.0,3.0,2.0,1,Yes,No,No,No,No,0.0,No,unfurnished,1865538.3800455073
584,2323.0,3.0,2.0,1,No,No,Yes,No,No,0.0,No,semi-furnished,3514092.7298032576
585,,,,2,No,No,No,Yes,Yes,,Yes,unfurnished,3932458.8625149643
586,,,,2,No,No,No,No,Yes,,No,semi-furnished,5912233.371869823
587,2074.0,1.0,3.0,1,Yes,Yes,Yes,Yes,No,3.0,No,furnished,3195353.975575335
588,749.0,1.0,3.0,3,No,Yes,No,Yes,No,2.0,No,semi-furnished,1157085.233150719
589,1173.0,5.0,3.0,3,Yes,No,Yes,Yes,Yes,2.0,No,semi-furnished,1821816.319876664
590,2665.0,5.0,1.0,2,No,Yes,No,Yes,No,2.0,Yes,furnished,4089360.1211466696
591,1270.0,1.0,1.0,3,No,No,Yes,No,Yes,0.0,No,unfurnished,1924110.9891770517
592,4462.0,3.0,4.0,3,No,Yes,Yes,Yes,Yes,2.0,No,semi-furnished,6712625.514078394
593,4863.0,3.0,2.0,2,Yes,Yes,No,No,Yes,2.0,No,semi-furnished,7332011.06040796
594,2484.0,5.0,1.0,3,Yes,Yes,No,No,No,1.0,Yes,furnished,3793274.064947441
595,1577.0,4.0,1.0,2,Yes,Yes,Yes,No,Yes,2.0,No,unfurnished,2420190.589657966
596,735.0,1.0,1.0,1,Yes,Yes,No,Yes,Yes,2.0,No,unfurnished,1137603.4940873664
597,888.0,5.0,4.0,2,Yes,Yes,No,No,No,0.0,No,furnished,1405074.329374223
598,3537.0,5.0,3.0,1,Yes,Yes,No,Yes,No,3.0,Yes,furnished,5372162.219431293
599,2348.0,1.0,4.0,1,Yes,Yes,Yes,No,No,0.0,Yes,semi-furnished,3523950.493966196
600,3314.0,1.0,2.0,3,Yes,Yes,Yes,Yes,Yes,1.0,Yes,furnished,5021568.445157243
601,3874.0,3.0,2.0,3,Yes,Yes,Yes,Yes,No,2.0,Yes,furnished,5844887.928396021
602,3778.0,4.0,2.0,3,No,Yes,No,Yes,No,2.0,Yes,furnished,5697409.303727553
603,1752.0,4.0,2.0,2,No,Yes,No,Yes,Yes,2.0,No,unfurnished,2730558.15776397
604,4481.0,1.0,1.0,3,Yes,Yes,Yes,No,Yes,2.0,Yes,furnished,6770101.713764855
605,2622.0,2.0,1.0,1,Yes,No,Yes,No,Yes,2.0,No,semi-furnished,3949045.021554853
606,2650.0,5.0,4.0,3,Yes,Yes,No,Yes,Yes,2.0,Yes,semi-furnished,4007386.5731148915
607,1829.0,5.0,3.0,3,Yes,Yes,No,No,No,1.0,Yes,semi-furnished,2794130.571574509
608,1858.0,1.0,2.0,2,No,Yes,No,Yes,Yes,2.0,Yes,furnished,2838582.711925198
609,2982.0,2.0,4.0,2,No,Yes,No,Yes,No,2.0,No,unfurnished,4516534.266074107
610,2517.0,3.0,1.0,1,Yes,Yes,Yes,No,Yes,2.0,No,furnished,3783511.27306728
611,1831.0,1.0,1.0,2,No,Yes,No,Yes,Yes,1.0,No,furnished,2777179.6308445497
612,4844.0,1.0,3.0,3,No,No,No,Yes,No,2.0,Yes,semi-furnished,7286802.839427739
613,4761.0,5.0,3.0,2,Yes,No,Yes,Yes,No,1.0,Yes,furnished,7193525.960644157
614,1858.0,1.0,3.0,1,Yes,No,Yes,Yes,No,0.0,Yes,unfurnished,2800543.190408005
615,3677.0,1.0,4.0,3,Yes,Yes,No,Yes,Yes,2.0,Yes,semi-furnished,5571627.850162738
616,2628.0,1.0,1.0,1,Yes,Yes,Yes,No,Yes,3.0,Yes,unfurnished,3967932.7269670814
617,2680.0,5.0,1.0,2,No,Yes,No,No,No,1.0,Yes,unfurnished,4045278.846263806
618,637.0,3.0,3.0,2,Yes,No,No,No,No,0.0,No,unfurnished,1007843.7756023391
619,3972.0,3.0,2.0,1,No,Yes,Yes,Yes,Yes,1.0,No,furnished,6000152.301594926
620,3332.0,1.0,3.0,3,Yes,Yes,Yes,Yes,No,1.0,Yes,furnished,5014591.845368185
621,4079.0,5.0,4.0,2,No,No,No,Yes,No,0.0,No,furnished,6181146.377530814
622,3531.0,3.0,3.0,2,Yes,No,Yes,Yes,Yes,2.0,No,furnished,5324198.951398319
623,4664.0,3.0,3.0,3,Yes,Yes,No,Yes,No,2.0,No,semi-furnished,7027749.472568845
624,3093.0,3.0,4.0,2,No,Yes,No,Yes,Yes,1.0,Yes,furnished,4695294.468970721
625,4800.0,5.0,3.0,1,No,Yes,No,No,Yes,0.0,Yes,semi-furnished,7259448.601859926
626,4318.0,5.0,1.0,2,No,Yes,Yes,Yes,Yes,2.0,Yes,unfurnished,6542913.632763807
627,4638.0,1.0,2.0,2,Yes,No,No,No,No,1.0,Yes,semi-furnished,6961300.407351122
628,4323.0,4.0,3.0,3,No,Yes,No,Yes,No,3.0,No,furnished,6553649.892327417
629,,,,1,No,Yes,No,No,No,,Yes,semi-furnished,6889288.891489123
630,2406.0,4.0,2.0,3,No,No,Yes,Yes,No,3.0,Yes,furnished,3658864.3272000137
631,1260.0,5.0,4.0,2,No,Yes,No,No,Yes,3.0,Yes,furnished,1970412.5322054983
632,3945.0,5.0,2.0,2,No,Yes,No,No,Yes,1.0,No,semi-furnished,5988692.857438032
633,1399.0,5.0,2.0,3,No,No,No,Yes,No,0.0,No,semi-furnished,2148458.039527827
634,4955.0,4.0,3.0,3,No,No,Yes,Yes,No,2.0,No,unfurnished,7498767.299356641
635,3447.0,5.0,1.0,3,No,Yes,No,No,No,2.0,No,unfurnished,5180131.311339427
636,2219.0,1.0,3.0,1,No,No,No,Yes,No,1.0,No,unfurnished,3300168.66915656
637,780.0,5.0,4.0,2,Yes,No,Yes,Yes,Yes,2.0,Yes,unfurnished,1233410.4347202478
638,3766.0,2.0,4.0,3,Yes,Yes,Yes,Yes,No,2.0,No,unfurnished,5701669.316181008
639,2387.0,4.0,2.0,2,No,No,No,No,Yes,3.0,No,semi-furnished,3628798.933394969
640,3766.0,2.0,2.0,1,Yes,Yes,No,Yes,No,3.0,Yes,unfurnished,5693917.472579579
641,1166.0,5.0,1.0,1,Yes,Yes,No,No,No,0.0,Yes,semi-furnished,1779965.2870170271
642,4688.0,1.0,3.0,1,No,Yes,Yes,No,No,3.0,Yes,unfurnished,7074656.787999588
643,1171.0,3.0,4.0,1,No,Yes,Yes,Yes,Yes,2.0,No,furnished,1839076.2522882845
644,2469.0,5.0,2.0,2,No,No,No,No,No,0.0,Yes,unfurnished,3749571.7897018823
645,4656.0,1.0,1.0,1,No,Yes,Yes,Yes,Yes,0.0,No,furnished,7014419.975230087
646,3622.0,4.0,4.0,1,No,Yes,No,Yes,Yes,1.0,Yes,semi-furnished,5493456.366276602
647,4400.0,2.0,2.0,3,No,Yes,No,No,No,3.0,No,unfurnished,6638836.810898717
648,1023.0,2.0,4.0,1,Yes,Yes,Yes,No,Yes,0.0,No,semi-furnished,1607036.2313340218
649,2893.0,2.0,1.0,3,No,No,No,No,Yes,2.0,No,unfurnished,4371046.065463511
650,3617.0,4.0,1.0,1,Yes,No,Yes,No,Yes,0.0,No,semi-furnished,5485788.84241994
651,3093.0,1.0,4.0,1,No,No,Yes,No,No,0.0,Yes,unfurnished,4644239.107176406
652,,,,3,No,Yes,No,Yes,Yes,,Yes,unfurnished,3771672.8157190555
653,2253.0,2.0,4.0,1,Yes,No,Yes,No,Yes,2.0,No,furnished,3451700.1430170825
654,2796.0,5.0,2.0,2,No,No,No,Yes,No,2.0,Yes,semi-furnished,4235529.987541735
655,2761.0,3.0,3.0,2,No,Yes,Yes,Yes,No,3.0,No,semi-furnished,4180039.5370870363
656,2786.0,4.0,2.0,1,Yes,No,No,No,Yes,2.0,Yes,semi-furnished,4242722.5326844845
657,4702.0,4.0,4.0,2,No,Yes,No,No,Yes,0.0,Yes,semi-furnished,7121955.682555999
658,3378.0,1.0,3.0,3,Yes,No,No,No,Yes,2.0,No,semi-furnished,5064805.444964678
659,4643.0,1.0,2.0,1,No,No,Yes,No,Yes,2.0,No,furnished,6987798.227448237
660,4144.0,4.0,4.0,1,No,No,No,No,No,0.0,Yes,unfurnished,6269346.363895381
661,4932.0,2.0,4.0,3,Yes,No,Yes,Yes,No,1.0,No,furnished,7418626.897354058
662,2555.0,3.0,3.0,3,No,Yes,Yes,Yes,Yes,3.0,Yes,semi-furnished,3904634.4973678533
663,1776.0,1.0,4.0,3,Yes,Yes,Yes,Yes,No,3.0,Yes,semi-furnished,2694109.207551465
664,3266.0,2.0,1.0,1,Yes,No,Yes,No,Yes,1.0,Yes,unfurnished,4943660.973058122
665,802.0,5.0,2.0,3,Yes,Yes,Yes,No,No,0.0,No,furnished,1239531.7394750935
666,1138.0,1.0,2.0,3,No,No,No,Yes,No,3.0,No,unfurnished,1738778.9131504218
667,555.0,2.0,4.0,2,No,No,Yes,No,Yes,1.0,Yes,unfurnished,893733.7904563317
668,1025.0,2.0,4.0,2,Yes,No,No,No,Yes,1.0,No,furnished,1572657.0279929147
669,4623.0,3.0,1.0,1,No,No,No,No,Yes,1.0,No,unfurnished,6959556.397816437
670,2625.0,3.0,3.0,2,No,No,Yes,Yes,Yes,3.0,Yes,furnished,3956414.565179744
671,3787.0,5.0,4.0,2,No,No,No,No,No,3.0,No,furnished,5733138.946417974
672,864.0,2.0,4.0,3,Yes,Yes,No,Yes,No,3.0,No,semi-furnished,1326947.3343072901
673,2146.0,2.0,4.0,3,No,Yes,Yes,No,Yes,3.0,Yes,unfurnished,3239481.776596867
674,1418.0,3.0,4.0,2,Yes,No,No,No,No,2.0,No,semi-furnished,2161641.0667778994
675,,,,2,No,Yes,Yes,Yes,No,,Yes,unfurnished,4968661.938328094
676,2031.0,1.0,4.0,2,No,No,Yes,No,Yes,2.0,No,unfurnished,3082055.763967854
677,3845.0,4.0,2.0,1,Yes,Yes,Yes,No,Yes,1.0,No,semi-furnished,5839316.900410635
678,2406.0,3.0,4.0,1,No,Yes,No,No,No,3.0,Yes,semi-furnished,3643764.532922431
679,,,,1,Yes,Yes,No,Yes,Yes,,Yes,semi-furnished,5434463.70422269
680,2575.0,3.0,1.0,2,No,No,No,No,Yes,2.0,No,furnished,3889146.064549202
681,1213.0,5.0,3.0,2,Yes,Yes,No,No,No,0.0,Yes,unfurnished,1874732.6950072579
682,1562.0,2.0,4.0,1,No,No,Yes,No,No,3.0,Yes,furnished,2376677.2154072067
683,2476.0,5.0,4.0,1,No,No,Yes,No,Yes,0.0,No,unfurnished,3780076.490705071
684,1796.0,3.0,4.0,2,No,No,No,No,No,1.0,Yes,unfurnished,2749007.9253259213
685,625.0,2.0,3.0,3,Yes,Yes,Yes,Yes,Yes,2.0,No,furnished,965892.8406684626
686,4096.0,1.0,4.0,1,Yes,Yes,No,Yes,Yes,0.0,No,furnished,6198546.612601035
687,3783.0,1.0,3.0,2,Yes,Yes,Yes,No,No,0.0,Yes,unfurnished,5665411.992366242
688,2103.0,4.0,2.0,2,No,No,Yes,No,No,3.0,No,semi-furnished,3225579.0725097856
689,566.0,3.0,1.0,3,Yes,No,Yes,Yes,Yes,0.0,Yes,semi-furnished,876629.9266811592
690,732.0,3.0,1.0,2,Yes,Yes,Yes,No,Yes,0.0,No,semi-furnished,1129223.341667947
691,2656.0,1.0,3.0,2,Yes,No,Yes,No,Yes,1.0,Yes,semi-furnished,4008807.6904327273
692,1669.0,5.0,2.0,1,Yes,Yes,No,No,No,2.0,Yes,unfurnished,2577612.8408651194
693,2658.0,2.0,3.0,1,Yes,Yes,No,No,Yes,3.0,No,semi-furnished,4004394.1688206145
694,4706.0,5.0,2.0,3,Yes,Yes,Yes,No,No,3.0,Yes,semi-furnished,7105862.81545561
695,1993.0,5.0,4.0,3,Yes,Yes,No,No,Yes,0.0,Yes,semi-furnished,3069511.193437953
696,4507.0,1.0,2.0,2,Yes,No,Yes,No,No,1.0,Yes,unfurnished,6746536.423412495
697,2972.0,1.0,2.0,1,Yes,Yes,Yes,No,Yes,0.0,No,furnished,4477316.667382195
698,3160.0,1.0,2.0,3,Yes,Yes,Yes,Yes,No,0.0,No,semi-furnished,4744045.4065902
699,3239.0,4.0,1.0,3,No,Yes,Yes,Yes,Yes,3.0,Yes,unfurnished,4883335.416510902
700,2261.0,5.0,2.0,3,No,Yes,No,No,Yes,0.0,Yes,unfurnished,3418730.723034703
701,4014.0,3.0,4.0,2,Yes,Yes,Yes,No,Yes,0.0,No,semi-furnished,6086446.04110138
702,2475.0,2.0,4.0,1,No,Yes,No,No,Yes,1.0,No,furnished,3755676.517984193
703,2862.0,4.0,4.0,3,No,Yes,Yes,No,No,3.0,No,furnished,4339554.375945034
704,1376.0,3.0,2.0,1,Yes,No,Yes,Yes,No,2.0,Yes,furnished,2100708.8418065887
705,4312.0,5.0,3.0,3,Yes,No,No,Yes,No,1.0,No,unfurnished,6511142.353714914
706,3948.0,1.0,3.0,3,Yes,No,Yes,Yes,No,1.0,Yes,semi-furnished,5936276.28313119
707,1812.0,5.0,4.0,1,No,No,Yes,Yes,No,1.0,No,semi-furnished,2784033.073281639
708,1960.0,2.0,1.0,1,Yes,Yes,No,No,Yes,3.0,Yes,unfurnished,2966279.009501716
709,3209.0,4.0,3.0,1,No,No,No,No,No,0.0,No,semi-furnished,4876341.272239499
710,2824.0,4.0,2.0,2,Yes,No,No,No,No,2.0,Yes,semi-furnished,4249882.951720023
711,2233.0,2.0,3.0,3,No,No,Yes,Yes,No,3.0,No,furnished,3392403.5191844963
712,2105.0,3.0,4.0,2,No,Yes,Yes,No,No,0.0,No,semi-furnished,3172990.0755761326
713,3063.0,3.0,1.0,1,Yes,No,No,No,Yes,1.0,Yes,semi-furnished,4638130.669571832
714,3921.0,4.0,3.0,3,Yes,No,No,Yes,Yes,3.0,No,unfurnished,5932233.780911031
715,4017.0,4.0,3.0,2,No,Yes,Yes,Yes,Yes,0.0,No,unfurnished,6102329.196928253
716,2897.0,1.0,4.0,3,No,No,Yes,Yes,Yes,2.0,No,furnished,4362010.538212582
717,4235.0,3.0,1.0,2,Yes,Yes,No,Yes,No,2.0,No,unfurnished,6403116.800209474
718,3370.0,2.0,1.0,1,Yes,No,No,Yes,No,0.0,Yes,furnished,5056652.135500823
719,1660.0,3.0,4.0,2,No,Yes,No,No,Yes,3.0,Yes,furnished,2542117.7573518613
720,742.0,1.0,2.0,3,Yes,No,No,No,Yes,1.0,No,semi-furnished,1092239.9806089522
721,3090.0,4.0,3.0,3,No,No,Yes,Yes,No,0.0,Yes,furnished,4707661.259224076
722,1563.0,4.0,2.0,3,Yes,No,Yes,No,No,1.0,Yes,semi-furnished,2429037.468066791
723,4824.0,1.0,3.0,3,Yes,Yes,Yes,No,Yes,2.0,Yes,furnished,7247035.555550525
724,3095.0,2.0,3.0,1,Yes,No,Yes,No,Yes,0.0,Yes,unfurnished,4679952.611339626
725,1419.0,4.0,2.0,2,No,Yes,No,No,Yes,2.0,Yes,unfurnished,2187376.758495904
726,505.0,5.0,4.0,1,Yes,Yes,Yes,Yes,Yes,1.0,No,unfurnished,796494.9000569478
727,967.0,4.0,4.0,1,No,Yes,No,No,No,1.0,Yes,furnished,1495517.866064195
728,4670.0,5.0,3.0,1,Yes,Yes,Yes,No,No,0.0,No,furnished,7053779.803627251
729,503.0,1.0,4.0,3,No,No,Yes,No,No,0.0,Yes,semi-furnished,832641.2730087059
730,1145.0,1.0,3.0,3,No,No,Yes,Yes,Yes,0.0,No,semi-furnished,1763416.047287207
731,617.0,4.0,4.0,3,Yes,No,No,No,No,2.0,No,semi-furnished,981158.3427016779
732,3428.0,3.0,3.0,2,No,Yes,Yes,Yes,No,1.0,No,semi-furnished,5202580.81488068
733,3051.0,5.0,4.0,3,No,No,No,Yes,Yes,1.0,Yes,furnished,4650724.990354175
734,4789.0,2.0,1.0,2,No,Yes,No,Yes,Yes,2.0,Yes,furnished,7220360.745478595
735,1346.0,4.0,2.0,3,No,Yes,Yes,Yes,Yes,0.0,No,semi-furnished,2047929.7167750534
736,3262.0,2.0,1.0,3,Yes,Yes,No,No,Yes,3.0,No,furnished,4945467.527837587
737,1641.0,4.0,2.0,1,Yes,No,Yes,Yes,Yes,0.0,Yes,furnished,2496145.192174593
738,2310.0,3.0,2.0,1,Yes,No,No,Yes,Yes,3.0,Yes,furnished,3490680.5594916316
739,1223.0,3.0,3.0,1,No,Yes,Yes,Yes,No,3.0,No,furnished,1891304.543635549
740,724.0,3.0,2.0,2,No,No,No,Yes,No,2.0,Yes,semi-furnished,1132915.2150348693
741,4708.0,3.0,1.0,2,Yes,No,No,Yes,No,1.0,Yes,semi-furnished,7097463.134721412
742,2548.0,1.0,1.0,3,Yes,Yes,Yes,No,No,1.0,Yes,furnished,3853792.0016708006
743,4915.0,1.0,4.0,2,No,Yes,Yes,Yes,No,1.0,Yes,unfurnished,7379278.895224928
744,2073.0,5.0,1.0,3,Yes,No,Yes,No,No,1.0,Yes,semi-furnished,3201387.0709335073
745,2328.0,2.0,4.0,2,Yes,Yes,Yes,No,Yes,2.0,Yes,semi-furnished,3521986.8956390847
746,2417.0,4.0,2.0,2,No,Yes,No,Yes,Yes,3.0,No,unfurnished,3673731.777256943
747,,,,2,Yes,No,No,No,Yes,,No,semi-furnished,7183196.535235852
748,2526.0,1.0,2.0,1,No,No,No,No,No,3.0,No,unfurnished,3794811.199196864
749,4244.0,4.0,1.0,2,Yes,Yes,No,No,No,2.0,No,unfurnished,6431460.850050454
750,1401.0,1.0,1.0,1,No,No,Yes,Yes,Yes,0.0,No,furnished,2112213.561436047
751,2539.0,5.0,4.0,1,No,Yes,No,Yes,Yes,2.0,No,semi-furnished,3861663.3086201185
752,509.0,2.0,2.0,2,No,Yes,Yes,Yes,Yes,1.0,Yes,unfurnished,785825.2161526906
753,760.0,5.0,1.0,3,No,No,No,Yes,Yes,0.0,Yes,furnished,1206325.6039354438
754,2173.0,3.0,3.0,3,No,Yes,Yes,Yes,Yes,2.0,No,semi-furnished,3324785.3265951546
755,2719.0,3.0,2.0,3,Yes,Yes,Yes,Yes,No,2.0,No,furnished,4123012.1183983567
756,,,,2,Yes,Yes,Yes,Yes,No,,No,furnished,3848041.126962296
757,4213.0,5.0,2.0,3,Yes,No,Yes,No,No,2.0,Yes,unfurnished,6392210.632993236
758,2119.0,4.0,4.0,1,No,No,Yes,No,Yes,0.0,Yes,semi-furnished,3235657.3633076814
759,820.0,2.0,3.0,3,Yes,No,No,Yes,No,2.0,Yes,furnished,1242950.3446634242
760,1842.0,3.0,2.0,2,No,Yes,Yes,No,Yes,1.0,Yes,unfurnished,2809927.8724069893
761,2876.0,3.0,1.0,3,No,Yes,No,Yes,No,3.0,No,unfurnished,4371676.790372943
762,3332.0,3.0,1.0,1,Yes,No,No,Yes,Yes,0.0,No,furnished,5033134.378959944
763,3324.0,2.0,4.0,2,No,No,Yes,Yes,Yes,0.0,No,furnished,5044466.653835786
764,2494.0,3.0,1.0,3,Yes,No,No,No,No,2.0,No,unfurnished,3785247.9206888117
765,3458.0,2.0,2.0,2,No,Yes,No,Yes,No,1.0,Yes,furnished,5226506.085896534
766,2538.0,3.0,1.0,2,No,No,No,Yes,No,3.0,Yes,furnished,3835890.2609789474
767,3990.0,5.0,2.0,2,Yes,Yes,Yes,Yes,No,0.0,No,semi-furnished,6061373.930776547
768,4177.0,5.0,1.0,3,No,No,Yes,Yes,No,3.0,Yes,unfurnished,6338783.576908606
769,1618.0,2.0,3.0,2,Yes,Yes,Yes,No,Yes,2.0,Yes,furnished,2477853.3568042754
770,2104.0,5.0,4.0,3,No,Yes,Yes,Yes,No,1.0,Yes,unfurnished,3219724.265265525
771,4527.0,2.0,4.0,1,Yes,No,No,No,No,2.0,Yes,semi-furnished,6850201.595389772
772,735.0,5.0,3.0,3,No,Yes,No,No,Yes,3.0,No,unfurnished,1175226.2900961903
773,2469.0,5.0,3.0,1,Yes,No,No,Yes,No,2.0,Yes,unfurnished,3749053.4907714585
774,4929.0,2.0,4.0,3,Yes,Yes,No,Yes,Yes,3.0,No,unfurnished,7425870.154314401
775,2408.0,4.0,3.0,2,No,Yes,No,No,No,0.0,Yes,semi-furnished,3656391.8205154072
776,875.0,5.0,2.0,3,Yes,No,No,No,No,0.0,Yes,semi-furnished,1332742.0624097695
777,4030.0,3.0,1.0,2,No,Yes,Yes,No,Yes,2.0,No,unfurnished,6100068.261003567
778,3135.0,4.0,4.0,1,No,No,No,No,No,0.0,No,unfurnished,4824523.734353661
779,2070.0,2.0,3.0,3,Yes,No,No,Yes,No,3.0,Yes,semi-furnished,3164166.9580376185
780,3060.0,4.0,2.0,2,Yes,No,No,No,No,0.0,Yes,furnished,4643257.186492384
781,3891.0,1.0,4.0,1,Yes,Yes,Yes,No,No,1.0,No,semi-furnished,5856183.625387418
782,3465.0,1.0,3.0,1,Yes,Yes,No,No,Yes,1.0,Yes,unfurnished,5203998.325135417
783,4143.0,5.0,4.0,3,Yes,Yes,No,No,Yes,2.0,Yes,furnished,6287512.907576376
784,4350.0,5.0,3.0,1,No,No,Yes,Yes,No,2.0,No,furnished,6609366.1302652
785,1372.0,3.0,4.0,2,Yes,No,No,Yes,No,2.0,Yes,furnished,2094508.350955835
786,1752.0,4.0,2.0,1,No,Yes,Yes,Yes,Yes,2.0,Yes,semi-furnished,2729285.203551011
787,1814.0,1.0,2.0,1,Yes,Yes,Yes,No,Yes,3.0,Yes,semi-furnished,2713320.1373456954
788,,,,2,Yes,No,No,No,No,,Yes,semi-furnished,5156489.964097064
789,577.0,4.0,4.0,1,Yes,Yes,No,Yes,Yes,1.0,Yes,semi-furnished,926905.886970778
790,3121.0,5.0,1.0,1,No,No,Yes,Yes,Yes,3.0,No,unfurnished,4736632.528408222
791,4727.0,5.0,4.0,1,Yes,Yes,No,No,Yes,0.0,Yes,furnished,7149122.901955258
792,1100.0,1.0,3.0,1,No,No,No,Yes,Yes,1.0,No,unfurnished,1676649.327873943
793,,,,2,No,Yes,Yes,No,No,,No,semi-furnished,2363504.5771649494
794,2636.0,5.0,1.0,1,No,Yes,Yes,No,Yes,2.0,Yes,semi-furnished,4034757.788044251
795,2949.0,2.0,4.0,2,Yes,No,No,No,No,3.0,No,unfurnished,4495915.481668179
796,2843.0,5.0,1.0,1,No,No,Yes,No,No,1.0,Yes,furnished,4311729.135012339
